vgnri_wsl@DESKTOP-S9KVS60:/mnt/c/Users/vgnri/workspace/Univ/realtime-data$ java Work2.Client
Connected
株B,91.01,132.08,56.41,58.88,12:01:49.00,16:06:38.57
株H,117.94,215.52,53.92,124.12,12:01:49.50,16:06:38.62
株W,202.12,238.59,164.65,221.39,12:01:50.00,16:06:38.67
株M,185.09,232.98,154.33,189.06,12:01:50.50,16:06:38.72
株Q,85.40,164.94,68.96,164.79,12:01:51.00,16:06:38.76
株Y,173.25,261.15,57.02,219.48,12:01:51.50,16:06:38.81
株F,119.74,152.61,53.25,92.42,12:01:52.00,16:06:38.86
株K,71.57,153.08,70.13,149.79,12:01:52.50,16:06:38.91
株I,119.15,175.79,98.05,143.84,12:01:53.00,16:06:38.96
株F,92.42,130.81,71.56,105.10,12:01:53.50,16:06:39.01
株C,223.20,226.03,56.77,97.27,12:01:54.00,16:06:39.05
株P,156.05,216.99,130.79,161.03,12:01:54.50,16:06:39.10
株R,110.21,153.27,106.58,124.88,12:01:55.00,16:06:39.15
株M,189.06,248.44,174.96,232.78,12:01:55.50,16:06:39.20
株I,143.84,199.24,136.01,166.58,12:01:56.00,16:06:39.25
株H,124.12,196.90,85.67,179.21,12:01:56.50,16:06:39.30
株I,166.58,187.06,143.25,166.58,12:01:57.00,16:06:39.34
株G,85.03,144.16,60.88,107.22,12:01:57.50,16:06:39.39
株Y,219.48,221.75,137.66,166.82,12:01:58.00,16:06:39.44
株H,179.21,221.24,149.05,177.97,12:01:58.50,16:06:39.49
株R,124.88,139.01,95.24,130.65,12:01:59.00,16:06:39.54
株D,151.61,178.83,57.46,126.18,12:01:59.50,16:06:39.58
株U,106.59,201.70,94.12,153.88,12:02:00.00,16:06:39.63
株A,172.74,199.30,136.86,178.80,12:02:00.50,16:06:39.68
株I,166.58,214.04,128.75,181.51,12:02:01.00,16:06:39.73
株F,105.10,157.69,100.13,131.67,12:02:01.50,16:06:39.78
株M,232.78,242.93,152.49,228.97,12:02:02.00,16:06:39.83
株U,153.88,225.23,51.78,61.80,12:02:02.50,16:06:39.87
株T,113.18,182.41,90.95,105.86,12:02:03.00,16:06:39.92
株P,161.03,187.52,58.99,76.00,12:02:03.50,16:06:39.97
株O,419.02,449.17,170.43,170.58,12:02:04.00,16:06:40.02
株G,107.22,179.76,106.35,141.20,12:02:04.50,16:06:40.07
株B,58.88,61.56,53.59,57.12,12:02:05.00,16:06:40.12
株F,131.67,211.79,52.09,150.27,12:02:05.50,16:06:40.16
株F,150.27,223.77,71.17,212.30,12:02:06.00,16:06:40.21
株X,92.20,93.38,78.59,82.44,12:02:06.50,16:06:40.26
株R,130.65,197.81,60.90,134.27,12:02:07.00,16:06:40.31
株R,134.27,141.26,133.96,134.95,12:02:07.50,16:06:40.36
株X,82.44,103.08,80.85,86.46,12:02:08.00,16:06:40.41
株I,181.51,218.31,166.62,205.09,12:02:08.50,16:06:40.45
株H,177.97,199.83,52.19,149.65,12:02:09.00,16:06:40.50
株M,228.97,249.15,84.27,210.06,12:02:09.50,16:06:40.55
株T,105.86,193.61,60.38,192.21,12:02:10.00,16:06:40.60
株L,134.36,195.09,77.03,192.72,12:02:10.50,16:06:40.65
株P,76.00,157.93,50.43,106.61,12:02:11.00,16:06:40.70
株F,212.30,306.54,193.38,306.48,12:02:11.50,16:06:40.74
------------------------------
open_Max: 476.36, open_min: 58.88,
high_Max: 531.69, high_min: 61.56,
low_Max: 344.21, low_min: 50.06,
close_Max: 419.02, close_min: 57.12
------------------------------
105 records in the buffer.
株W,221.39,319.13,158.52,270.13,12:02:12.00,16:06:40.79
株Z,173.74,232.87,117.03,132.53,12:02:12.50,16:06:40.84
株M,210.06,266.82,99.63,175.49,12:02:13.00,16:06:40.89
株D,126.18,168.10,53.25,74.19,12:02:13.50,16:06:40.94
株L,192.72,291.10,140.52,244.80,12:02:14.00,16:06:40.98
株H,149.65,235.55,65.31,71.58,12:02:14.50,16:06:41.03
株V,98.95,159.58,90.49,147.52,12:02:15.00,16:06:41.08
株U,61.80,137.41,61.30,84.54,12:02:15.50,16:06:41.13
株N,404.97,482.84,252.14,441.50,12:02:16.00,16:06:41.18
株Q,164.79,200.03,133.87,160.02,12:02:16.50,16:06:41.23
株X,86.46,132.01,65.18,82.30,12:02:17.00,16:06:41.27
株C,97.27,100.92,66.73,92.27,12:02:17.50,16:06:41.32
株U,84.54,112.09,72.31,80.95,12:02:18.00,16:06:41.37
株H,71.58,145.65,71.47,83.47,12:02:18.50,16:06:41.42
株G,141.20,147.59,61.70,70.25,12:02:19.00,16:06:41.47
株D,74.19,85.46,62.13,71.69,12:02:19.50,16:06:41.52
株A,178.80,180.67,121.58,159.24,12:02:20.00,16:06:41.56
株J,264.00,348.11,208.18,287.54,12:02:20.50,16:06:41.61
株A,159.24,167.52,63.58,138.27,12:02:21.00,16:06:41.66
株R,134.95,211.35,120.33,190.17,12:02:21.50,16:06:41.71
株L,244.80,270.58,148.57,247.30,12:02:22.00,16:06:41.76
株X,82.30,146.18,82.21,102.09,12:02:22.50,16:06:41.80
株K,149.79,236.06,120.10,125.49,12:02:23.00,16:06:41.85
株L,247.30,317.54,152.99,206.44,12:02:23.50,16:06:41.90
株B,57.12,156.27,50.85,84.98,12:02:24.00,16:06:41.95
株P,106.61,146.86,104.21,121.83,12:02:24.50,16:06:42.00
株W,270.13,337.39,258.53,331.86,12:02:25.00,16:06:42.05
株X,102.09,194.58,82.99,193.28,12:02:25.50,16:06:42.09
株F,306.48,355.13,230.35,300.10,12:02:26.00,16:06:42.14
株R,190.17,230.17,67.61,104.58,12:02:26.50,16:06:42.19
株N,441.50,505.68,245.18,443.17,12:02:27.00,16:06:42.24
株B,84.98,176.46,55.95,157.56,12:02:27.50,16:06:42.29
株T,192.21,269.02,106.59,129.30,12:02:28.00,16:06:42.34
株S,193.78,264.74,83.25,103.38,12:02:28.50,16:06:42.38
株W,331.86,424.33,315.71,412.06,12:02:29.00,16:06:42.43
株M,175.49,194.48,136.88,185.49,12:02:29.50,16:06:42.48
株M,185.49,243.85,142.89,186.69,12:02:30.00,16:06:42.53
株D,71.69,134.67,58.28,77.95,12:02:30.50,16:06:42.58
株D,77.95,136.72,59.08,83.97,12:02:31.00,16:06:42.63
株O,170.58,240.44,158.55,233.40,12:02:31.50,16:06:42.67
株N,443.17,477.02,355.58,426.17,12:02:32.00,16:06:42.72
株E,75.35,94.03,74.39,78.12,12:02:32.50,16:06:42.77
株Z,132.53,204.47,73.21,101.42,12:02:33.00,16:06:42.82
株W,412.06,468.39,310.57,461.40,12:02:33.50,16:06:42.87
株Q,160.02,210.52,90.54,157.77,12:02:34.00,16:06:42.91
株A,138.27,162.22,118.86,136.71,12:02:34.50,16:06:42.96
株I,205.09,231.42,95.63,182.50,12:02:35.00,16:06:43.01
株U,80.95,148.17,61.88,85.12,12:02:35.50,16:06:43.06
株H,83.47,83.82,58.94,78.55,12:02:36.00,16:06:43.11
株T,129.30,197.51,125.99,177.51,12:02:36.50,16:06:43.16
株Y,166.82,174.07,116.19,124.04,12:02:37.00,16:06:43.20
株L,206.44,268.23,51.56,243.22,12:02:37.50,16:06:43.25
株J,287.54,293.18,142.75,256.52,12:02:38.00,16:06:43.30
株M,186.69,211.14,59.90,162.64,12:02:38.50,16:06:43.35
株I,182.50,251.28,52.45,162.77,12:02:39.00,16:06:43.40
株L,243.22,291.64,83.47,145.81,12:02:39.50,16:06:43.45
株A,136.71,138.25,105.15,111.83,12:02:40.00,16:06:43.49
株B,157.56,196.59,53.76,161.09,12:02:40.50,16:06:43.54
株S,103.38,137.22,98.28,125.07,12:02:41.00,16:06:43.59
株H,78.55,176.60,77.87,90.88,12:02:41.50,16:06:43.64
株B,161.09,227.10,63.40,114.66,12:02:42.00,16:06:43.69
株Z,101.42,182.64,61.57,133.21,12:02:42.50,16:06:43.73
株W,461.40,527.87,277.20,320.90,12:02:43.00,16:06:43.78
株P,121.83,164.19,58.19,77.19,12:02:43.50,16:06:43.83
株J,256.52,303.58,110.47,201.58,12:02:44.00,16:06:43.88
株E,78.12,80.68,60.27,60.28,12:02:44.50,16:06:43.93
株J,201.58,268.05,159.46,181.01,12:02:45.00,16:06:43.98
株W,320.90,327.63,168.44,230.53,12:02:45.50,16:06:44.02
株X,193.28,230.45,109.48,112.91,12:02:46.00,16:06:44.07
株X,112.91,168.85,90.46,93.28,12:02:46.50,16:06:44.12
株J,181.01,217.19,61.48,134.95,12:02:47.00,16:06:44.17
株X,93.28,121.29,72.01,84.04,12:02:47.50,16:06:44.22
株U,85.12,130.18,82.25,111.67,12:02:48.00,16:06:44.27
株Y,124.04,148.52,92.98,136.84,12:02:48.50,16:06:44.31
株D,83.97,153.60,61.46,153.56,12:02:49.00,16:06:44.36
株E,60.28,67.21,56.75,57.21,12:02:49.50,16:06:44.41
株X,84.04,98.69,54.24,75.89,12:02:50.00,16:06:44.46
株V,147.52,157.65,64.32,94.00,12:02:50.50,16:06:44.51
株Z,133.21,147.16,83.15,91.56,12:02:51.00,16:06:44.55
株O,233.40,278.85,55.23,192.95,12:02:51.50,16:06:44.60
株Q,157.77,199.15,141.20,165.31,12:02:52.00,16:06:44.65
株V,94.00,126.02,77.32,88.87,12:02:52.50,16:06:44.70
株R,104.58,157.53,65.21,102.14,12:02:53.00,16:06:44.75
株Z,91.56,110.27,55.46,105.97,12:02:53.50,16:06:44.80
株E,57.21,92.85,52.52,76.52,12:02:54.00,16:06:44.84
株Y,136.84,221.59,110.49,163.42,12:02:54.50,16:06:44.89
株X,75.89,138.97,50.89,107.41,12:02:55.00,16:06:44.94
株T,177.51,209.41,98.31,107.08,12:02:55.50,16:06:44.99
株T,107.08,190.76,61.25,73.82,12:02:56.00,16:06:45.04
株V,88.87,95.04,63.06,85.22,12:02:56.50,16:06:45.09
株P,77.19,168.77,59.61,158.38,12:02:57.00,16:06:45.13
株L,145.81,157.54,62.18,90.30,12:02:57.50,16:06:45.18
株P,158.38,213.99,98.86,140.37,12:02:58.00,16:06:45.23
株Q,165.31,170.47,150.19,167.34,12:02:58.50,16:06:45.28
株I,162.77,169.73,79.96,137.52,12:02:59.00,16:06:45.33
株P,140.37,223.17,114.17,136.62,12:02:59.50,16:06:45.37
株Z,105.97,116.66,92.43,97.58,12:03:00.00,16:06:45.42
株X,107.41,206.46,98.00,144.57,12:03:00.50,16:06:45.47
株E,76.52,148.17,62.42,121.13,12:03:01.00,16:06:45.52
株Z,97.58,176.26,96.13,106.65,12:03:01.50,16:06:45.57
株R,102.14,152.14,91.72,147.69,12:03:02.00,16:06:45.62
株H,90.88,101.71,53.35,95.42,12:03:02.50,16:06:45.66
株B,114.66,201.69,100.28,152.27,12:03:03.00,16:06:45.71
株U,111.67,149.43,98.21,135.81,12:03:03.50,16:06:45.76
株M,162.64,228.89,119.36,208.46,12:03:04.00,16:06:45.81
株G,70.25,146.40,61.97,110.79,12:03:04.50,16:06:45.86
------------------------------
open_Max: 461.40, open_min: 57.12,
high_Max: 527.87, high_min: 67.21,
low_Max: 355.58, low_min: 50.85,
close_Max: 461.40, close_min: 57.21
------------------------------
106 records in the buffer.
株Q,167.34,227.97,73.21,118.95,12:03:05.00,16:06:45.90
株G,110.79,144.66,54.89,108.25,12:03:05.50,16:06:45.95
株P,136.62,177.51,75.43,162.45,12:03:06.00,16:06:46.00
株Q,118.95,129.04,89.39,95.96,12:03:06.50,16:06:46.05
株W,230.53,276.19,70.57,117.48,12:03:07.00,16:06:46.10
株B,152.27,243.94,139.52,159.46,12:03:07.50,16:06:46.15
株R,147.69,186.24,102.55,173.82,12:03:08.00,16:06:46.19
株I,137.52,221.16,74.76,121.56,12:03:08.50,16:06:46.24
株D,153.56,156.32,60.75,122.77,12:03:09.00,16:06:46.29
株N,426.17,462.94,338.47,437.37,12:03:09.50,16:06:46.34
株S,125.07,173.68,95.34,146.09,12:03:10.00,16:06:46.39
株V,85.22,145.22,54.04,130.36,12:03:10.50,16:06:46.44
